,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
31618,22685,33.0,3.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,44,20002.497550764558
31619,39035,31.0,4.6,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.497550764558
31620,33073,27.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.497550420536
31621,1488,22.0,4.8,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,22,20002.497550420536
31622,9529,23.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,17,20002.497550420536
31623,41057,35.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,20002.497550420536
31624,17691,23.0,4.7,Cloudy,Low,1,Buffet,scooter,0.0,No,Metropolitian,23,20002.497550420536
31625,1928,36.0,4.7,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,27,20002.497550420536
31626,19771,25.0,4.7,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.497550420536
31627,26998,28.0,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,28,20002.497550420536
31628,42222,27.0,4.6,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Urban,28,20002.497550420536
31629,30785,24.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.497550420536
31630,2955,28.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,20002.497550420536
31631,15439,20.0,4.5,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,10,20002.497550420536
31632,237,29.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Urban,11,20002.497550420536
31633,41381,38.0,4.9,Fog,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.49755030418
31634,2124,33.0,4.7,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,41,20002.49755030418
31635,7398,33.0,4.9,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.49755030418
31636,11957,26.0,4.8,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.49755030418
31637,24275,26.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,20002.49755030418
31638,13738,38.0,4.9,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,42,20002.49755030418
31639,9799,20.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.49755030418
31640,14171,26.0,4.8,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,23,20002.49755030418
31641,22992,27.0,4.6,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,,18,20002.49755030418
31642,12091,,,Sandstorms,Jam,2,Buffet,motorcycle,0.0,Yes,Metropolitian,44,20002.49755030418
31643,36672,30.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.49755030418
31644,42183,24.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.49755030418
31645,43256,24.0,4.7,Cloudy,Medium,0,Snack,motorcycle,,No,Metropolitian,33,20002.497550287495
31646,19150,34.0,4.7,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.497550287495
31647,37270,29.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,14,20002.497550287495
31648,36421,25.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,,30,20002.497550287495
31649,9468,30.0,4.5,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,20002.497550287495
31650,14547,35.0,4.6,Fog,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.497550287495
31651,40402,,,Fog,Low,2,Drinks,electric_scooter,1.0,No,Urban,18,20002.497550287495
31652,35244,24.0,5.0,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.497550287495
31653,18886,22.0,4.6,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,36,20002.497550287495
31654,18496,27.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.497550287495
31655,30688,28.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.497550208464
31656,16669,32.0,3.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.497550208464
31657,34388,38.0,4.6,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,20002.497550208464
31658,38113,20.0,4.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.497550208464
31659,40415,23.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,18,20002.497550208464
31660,41488,24.0,4.7,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,16,20002.497550208464
31661,5881,29.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.497550208464
31662,39206,30.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,20002.497550208464
31663,23594,24.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.497550208464
31664,6993,24.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,18,20002.497550208464
31665,27007,,,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,16,20002.497550208464
31666,23208,29.0,4.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,31,20002.497550208464
31667,20139,37.0,5.0,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.49755020721
31668,4374,20.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.49755020721
31669,10231,21.0,4.8,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,17,20002.49755020721
31670,38048,26.0,4.7,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,33,20002.49755020721
31671,33582,,,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,44,20002.49755020721
31672,35011,29.0,4.6,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,20002.49755020721
31673,23392,,,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,20002.49755020721
31674,34723,22.0,4.3,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.49755020721
31675,19215,24.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.49755020721
31676,30227,,,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,20002.49755020721
31677,22771,29.0,4.7,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,20002.49755020721
31678,17627,24.0,4.9,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,20002.49755020721
31679,30240,36.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Urban,37,20002.49755020721
31680,18628,28.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Urban,36,20002.49755020721
31681,40933,22.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,11,20002.49755020721
31682,40624,30.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.497548502248
31683,22666,29.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,15,20002.497548502248
31684,2779,34.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.497548502248
31685,22637,30.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,19,20002.497548502248
31686,25044,23.0,4.3,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.497548502248
31687,20494,27.0,5.0,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,25,20002.497548502248
31688,11544,27.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,12,20002.497548502248
31689,16631,37.0,4.8,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,20,20002.497548502248
31690,27549,36.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.497548502248
31691,17436,27.0,4.9,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,16,20002.497548502248
31692,39551,33.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,,26,20002.497548502248
31693,32147,38.0,4.1,Stormy,Medium,2,Buffet,electric_scooter,1.0,No,Urban,39,20002.497548502248
31694,23978,29.0,4.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.497548502248
31695,22113,,,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.497548392697
31696,38348,20.0,4.6,Stormy,Medium,1,Snack,scooter,0.0,No,Urban,23,20002.497548392697
31697,40394,23.0,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,20002.497548392697
31698,40068,21.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.497548392697
31699,10140,24.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.497548392697
31700,18239,34.0,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.497548392697
31701,45254,21.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,23,20002.497548392697
31702,13944,29.0,5.0,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.497548392697
31703,13155,30.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,20002.497548392697
31704,31429,26.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.497547782685
31705,34104,21.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.497547782685
31706,4448,22.0,4.8,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,18,20002.497547782685
31707,5773,27.0,4.6,Cloudy,High,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.497547782685
31708,42699,31.0,4.8,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,20002.497547782685
31709,24337,29.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20002.497547782685
31710,24260,25.0,4.0,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.497547782685
31711,9330,23.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,20002.497547782685
31712,12825,28.0,4.8,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,36,20002.497547782685
31713,40282,31.0,4.0,Cloudy,Jam,1,Snack,motorcycle,1.0,Yes,Metropolitian,43,20002.497547782685
31714,29878,24.0,4.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,19,20002.497547782685
31715,42196,30.0,4.0,Cloudy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,39,20002.497547782685
31716,34005,33.0,4.8,Windy,High,1,Drinks,scooter,0.0,No,Metropolitian,32,20002.497547782685
31717,31026,37.0,4.0,Cloudy,Jam,2,Buffet,scooter,2.0,Yes,Metropolitian,48,20002.497547782685
31718,1929,33.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,52,20002.49749915941
31719,43393,28.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.49749915941
31720,26369,39.0,3.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.49749915941
31721,45440,37.0,4.8,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,15,20002.49749915941
31722,2080,33.0,4.2,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46,20002.49749915941
31723,33875,22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.49749915941
31724,4827,28.0,4.9,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,18,20002.49749915941
31725,36419,31.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,38,20002.49749915941
31726,3549,25.0,4.9,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.49749915941
31727,780,28.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,20002.49749915941
31728,16989,26.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,,23,20002.497497949902
31729,6434,27.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.497497949902
31730,9447,27.0,4.8,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Urban,14,20002.497497949902
31731,13739,30.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.497497949902
31732,31568,21.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,15,20002.497497949902
31733,30570,50.0,6.0,,,3,Snack,bicycle,2.0,No,Metropolitian,39,20002.497497949902
31734,12239,26.0,4.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,23,20002.497497949902
31735,44769,28.0,4.8,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19,20002.497497949902
31736,34696,21.0,4.5,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,11,20002.497497949902
31737,43373,24.0,4.6,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,11,20002.497497949902
31738,7807,21.0,4.7,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.497497949902
31739,18947,38.0,4.7,Fog,Medium,0,Drinks,motorcycle,2.0,No,Urban,43,20002.497497949902
31740,10644,31.0,3.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,34,20002.49749794561
31741,9493,27.0,4.3,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,24,20002.49749794561
31742,8275,32.0,4.8,Sandstorms,High,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49749794561
31743,17218,25.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,,16,20002.49749794561
31744,25711,23.0,4.2,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,20002.49749794561
31745,22066,31.0,4.3,Cloudy,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,35,20002.49749794561
31746,26782,22.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,24,20002.49749794561
31747,21986,37.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.49749794561
31748,39855,25.0,4.7,Sandstorms,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,20,20002.49749794561
31749,15732,22.0,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.49749794561
31750,13367,33.0,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,48,20002.49749794561
31751,7430,36.0,4.9,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,20002.49749794561
31752,10910,37.0,4.1,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,20002.497497610304
31753,41864,37.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,20002.497497610304
31754,10384,32.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,20002.497497610304
31755,26162,29.0,4.9,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,20002.497497610304
31756,37088,39.0,4.1,Fog,Jam,2,Drinks,scooter,2.0,No,Metropolitian,43,20002.497497610304
31757,20503,22.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.497497610304
31758,29576,21.0,5.0,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,20002.497497610304
31759,34590,34.0,4.9,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.497497610304
31760,27707,35.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,51,20002.497497610304
31761,11187,36.0,4.4,Stormy,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,51,20002.497497610304
31762,27754,32.0,4.6,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,19,20002.497497610304
31763,43971,38.0,4.6,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.497497610304
31764,32493,34.0,4.7,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.497497610304
31765,12305,,,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,40,20002.497496952514
31766,5219,24.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,20002.497496952514
31767,12328,27.0,4.7,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,18,20002.497496952514
31768,38349,20.0,4.0,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,20002.497496952514
31769,43842,,,Fog,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,42,20002.497496952514
31770,22060,39.0,4.0,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,20002.497496952514
31771,11651,31.0,4.7,Windy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,26,20002.497496952514
31772,34925,38.0,4.6,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,25,20002.497496952514
31773,20724,38.0,4.7,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20002.497496952514
31774,40593,24.0,4.7,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,18,20002.497496952514
31775,33156,,,Stormy,Jam,0,Drinks,motorcycle,,No,Metropolitian,36,20002.497496952514
31776,6652,,,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.497496952514
31777,35341,30.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.497496952514
31778,38924,34.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,,No,Metropolitian,46,20002.49749687574
31779,35069,30.0,4.8,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,30,20002.49749687574
31780,9579,23.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.49749687574
31781,40816,31.0,4.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45,20002.49749687574
31782,42894,31.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,32,20002.49749687574
31783,32644,38.0,5.0,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20002.49749687574
31784,11141,39.0,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,29,20002.49749687574
31785,37695,30.0,3.5,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,42,20002.49749687574
31786,22926,30.0,4.7,Sandstorms,High,0,Drinks,motorcycle,,No,Metropolitian,30,20002.49749687574
31787,37890,29.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,20002.49749687574
31788,4069,20.0,4.8,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,15,20002.49749687574
31789,21108,29.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.49749674992
31790,1180,31.0,4.3,Cloudy,Low,0,Buffet,motorcycle,2.0,No,,37,20002.49749674992
31791,31744,27.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.49749674992
31792,30294,30.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,47,20002.49749674992
31793,16609,27.0,4.2,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,33,20002.49749674992
31794,10668,32.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.49749674992
31795,34159,30.0,4.7,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,42,20002.49749674992
31796,12725,26.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.49749674992
31797,23848,28.0,4.0,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.49749674992
31798,7120,29.0,4.8,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.49749674992
31799,17998,24.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.49749674992
31800,36667,23.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.497496748547
31801,28777,39.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,25,20002.497496748547
31802,20261,37.0,4.5,Stormy,Low,1,Snack,scooter,0.0,No,Urban,24,20002.497496748547
31803,28606,37.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,27,20002.497496748547
31804,21326,29.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.497496748547
31805,7656,30.0,4.9,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,29,20002.497496748547
31806,32495,39.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,20002.497496748547
31807,41897,26.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,22,20002.497496748547
31808,23969,,,Sunny,Low,2,Snack,scooter,1.0,No,Urban,19,20002.497496748547
31809,4605,34.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.497496683965
31810,24466,38.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.497496683965
31811,3004,24.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.497496683965
31812,15570,24.0,4.6,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.497496683965
31813,13291,28.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,20002.497496683965
31814,44016,27.0,4.9,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20,20002.497496683965
31815,26545,31.0,4.8,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,18,20002.497496683965
31816,36529,31.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.497496683965
31817,17126,36.0,4.3,Cloudy,Medium,1,Buffet,scooter,3.0,No,Metropolitian,44,20002.497496683965
31818,28699,20.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,22,20002.497496683965
31819,11548,27.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.49749668131
31820,16343,27.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Metropolitian,40,20002.49749668131
31821,15642,38.0,5.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.49749668131
31822,3519,28.0,4.1,Cloudy,High,1,Snack,scooter,0.0,No,Metropolitian,32,20002.49749668131
31823,16361,37.0,4.9,Sunny,Jam,2,Drinks,scooter,1.0,No,Urban,21,20002.49749668131
31824,23053,27.0,5.0,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,20002.49749668131
31825,37896,33.0,4.8,Sunny,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,12,20002.49749668131
31826,9241,33.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.49749668131
31827,16528,25.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.49749668131
31828,22858,30.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,,25,20002.49749668131
31829,32309,33.0,4.8,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,34,20002.49749668131
31830,22327,38.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,No,,23,20002.497496511514
31831,592,35.0,4.9,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,20002.497496511514
31832,31943,33.0,4.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.497496511514
31833,12701,33.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,39,20002.497496511514
31834,32001,21.0,5.0,Sunny,Medium,2,Snack,scooter,0.0,No,Urban,11,20002.497496511514
31835,10928,26.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.497496511514
31836,29563,31.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.497496511514
31837,13280,20.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.497496511514
31838,18995,34.0,4.3,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,39,20002.497496511514
31839,25000,30.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.497496511514
31840,16237,30.0,4.8,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,24,20002.497496511514
31841,14267,29.0,4.8,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.497496511514
31842,25787,31.0,4.5,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.497496511514
31843,28173,28.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,22,20002.4974961474
31844,3097,34.0,4.5,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.4974961474
31845,8457,36.0,3.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.4974961474
31846,12026,35.0,4.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.4974961474
31847,38245,39.0,5.0,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,33,20002.4974961474
31848,41824,,,,,3,Meal,scooter,0.0,No,Metropolitian,27,20002.4974961474
31849,6057,23.0,4.7,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.4974961474
31850,29359,24.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,20002.4974961474
31851,30017,,,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.4974961474
31852,17155,28.0,5.0,Windy,Medium,2,Snack,scooter,1.0,No,,23,20002.4974961474
31853,19274,37.0,4.5,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,20,20002.4974961474
31854,27259,24.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,29,20002.4974961474
31855,32078,32.0,4.3,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,37,20002.4974961474
31856,13500,33.0,4.7,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,20002.4974961474
31857,37089,27.0,4.3,Windy,High,0,Drinks,motorcycle,0.0,No,Urban,31,20002.4974961474
31858,394,38.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,20002.497495642194
31859,6114,35.0,4.3,Stormy,Jam,0,Meal,motorcycle,0.0,Yes,Semi-Urban,46,20002.497495642194
31860,11469,24.0,4.8,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,15,20002.497495642194
31861,11886,38.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20002.497495642194
31862,13312,32.0,4.6,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.497495642194
31863,32019,35.0,4.7,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.497495642194
