ID,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
25635,36,4.4,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,33,4.610613705
25636,25,4.6,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,12.25632113
25637,39,4.8,Sandstorms,Low,2,Snack,motorcycle,1,No,Metropolitian,27,19.65941484
25638,24,5,Sunny,High,2,Drinks,scooter,0,No,Urban,12,6.118745338
25639,23,3.3,Sunny,Low,1,Drinks,scooter,1,Yes,Metropolitian,44,10.64201886
25640,27,5,Sandstorms,Medium,1,Meal,motorcycle,1,No,Metropolitian,28,19.88701284
25641,23,4.9,Sandstorms,Low,2,Drinks,scooter,1,No,Urban,19,9.435201537
25642,30,4.2,Stormy,Jam,0,Drinks,motorcycle,1,Yes,Semi-Urban,54,10.25449356
25643,33,5,Stormy,Medium,1,Drinks,scooter,0,No,Metropolitian,27,6.050406061
25644,34,3.7,Sandstorms,Medium,1,Drinks,motorcycle,1,No,Metropolitian,38,12.16160545
25645,24,4.9,Cloudy,Medium,0,Drinks,motorcycle,0,No,Urban,25,9.055848504
25646,33,4.9,Fog,Jam,2,Meal,motorcycle,1,Yes,Metropolitian,47,20.17774245
25647,37,4.1,Sandstorms,Jam,0,Buffet,motorcycle,0,No,Urban,37,12.35228618
25648,34,4.1,Sandstorms,Low,0,Meal,motorcycle,,No,Metropolitian,28,3.087924682
25649,37,4.7,Fog,Medium,1,Meal,scooter,1,No,Metropolitian,40,13.97317756
25650,32,4.9,Sandstorms,Low,1,Snack,scooter,0,No,Metropolitian,24,3.073660616
25651,38,4.1,Fog,Jam,1,Snack,scooter,1,No,Metropolitian,41,16.60104619
25652,37,4.5,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,21,4.528246576
25653,31,4.7,Cloudy,Jam,1,Snack,motorcycle,1,Yes,Metropolitian,42,12.43518328
25654,29,4.1,Fog,Jam,2,Snack,motorcycle,1,No,Metropolitian,35,10.92450838
25655,24,5,Sandstorms,Jam,2,Snack,motorcycle,0,No,Metropolitian,25,13.18466274
25656,30,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Urban,30,10.58659527
25657,38,3.6,Sandstorms,Jam,2,Meal,electric_scooter,1,No,Metropolitian,41,13.39066779
25658,23,4.4,Windy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,38,7.684129284
25659,28,4.7,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,20,4.674324006
25660,39,5,Stormy,Low,2,Meal,scooter,0,No,Metropolitian,27,3.040816042
25661,22,4.7,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,21,19.6186451
25662,37,4.1,Cloudy,Medium,1,Meal,scooter,1,No,Metropolitian,33,13.61245154
25663,37,4.9,Cloudy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,25,8.937783115
25664,35,4.8,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,23,9.055848504
25665,36,4,Cloudy,Jam,2,Drinks,motorcycle,0,No,Metropolitian,37,10.90603989
25666,24,4.2,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,28,3.027096858
25667,34,4.8,Sunny,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,9.055981118
25668,26,4.8,Fog,Medium,2,Buffet,scooter,1,No,Metropolitian,28,19.91468854
25669,24,4.8,Cloudy,Low,1,Meal,motorcycle,1,No,Metropolitian,23,12.58026782
25670,27,4.7,Cloudy,Low,0,Buffet,motorcycle,0,No,Metropolitian,15,3.025149286
25671,38,4.2,Cloudy,High,2,Meal,electric_scooter,1,No,Metropolitian,33,3.040816099
25672,21,4.4,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,27,4.579014167
25673,24,4.7,Fog,Medium,1,Meal,scooter,0,No,Urban,29,13.89581394
25674,30,4.7,Sunny,Low,2,Snack,electric_scooter,,No,Metropolitian,12,3.116248511
25675,35,4,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,34,4.663419307
25676,22,4.8,Fog,Low,2,Snack,scooter,1,No,Metropolitian,26,12.23373531
25677,30,4.8,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,16,7.648080629
25678,35,4.7,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,27,4.589124571
25679,34,4.3,Sandstorms,Jam,1,Meal,motorcycle,0,No,Metropolitian,31,13.77076958
25680,,,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,27,17337.25355
25681,32,4.9,Stormy,Low,2,Meal,scooter,1,No,Metropolitian,29,16.72115728
25682,24,4.9,Fog,Medium,2,Buffet,scooter,1,No,Metropolitian,17,6.080949026
25683,27,4.9,Sunny,Low,1,Buffet,scooter,1,No,Metropolitian,19,3.018876467
25684,20,4.7,Sandstorms,Jam,2,Buffet,electric_scooter,1,No,,25,12.25768789
25685,35,4.6,Fog,Low,0,Snack,motorcycle,1,No,Urban,29,4.538407907
25686,25,4.9,Fog,High,0,Snack,motorcycle,,No,Metropolitian,26,2.996219946
25687,34,4.4,Sandstorms,Jam,2,Meal,scooter,2,No,Urban,39,13.77114025
25688,39,4.7,Cloudy,Low,1,Drinks,scooter,1,No,Urban,15,3.025079988
25689,33,4.9,Sandstorms,Medium,2,Snack,electric_scooter,0,No,Urban,26,11.00773476
25690,22,4.5,Fog,Jam,0,Meal,motorcycle,0,No,Urban,20,4.587980158
25691,20,4.6,Fog,Low,2,Snack,electric_scooter,0,No,Metropolitian,13,9.435201537
25692,30,4.2,Windy,Jam,0,Drinks,motorcycle,2,No,Urban,52,13.68216485
25693,34,4.9,Sandstorms,Low,2,Snack,scooter,0,No,Urban,22,3.020160524
25694,25,4.9,Sunny,Medium,0,Meal,motorcycle,1,No,Metropolitian,22,7.648322355
25695,20,4.6,Windy,Low,2,Snack,scooter,0,No,Metropolitian,17,3.088288026
25696,35,4.6,Fog,Low,2,Snack,scooter,0,No,Metropolitian,17,3.040641622
25697,33,4.7,Stormy,Low,2,Buffet,motorcycle,,No,Metropolitian,18,12.23207002
25698,27,4.9,Windy,Jam,2,Snack,motorcycle,1,No,Metropolitian,26,11.90486549
25699,32,4.6,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,25,5.958771662
25700,24,4.5,Stormy,Low,2,Buffet,electric_scooter,1,No,Metropolitian,12,7.683332672
25701,20,4.8,Cloudy,High,2,Meal,scooter,1,No,Urban,33,1.526399473
25702,27,3.1,Sunny,Low,2,Meal,scooter,1,No,Metropolitian,33,13.76397722
25703,24,4.7,Stormy,Low,2,Meal,motorcycle,0,No,Metropolitian,18,9.074684164
25704,32,4.7,Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,28,12.20986823
25705,31,4.2,Stormy,Jam,0,Buffet,motorcycle,3,No,Urban,42,12.23482204
25706,25,4.8,Stormy,Jam,2,Snack,scooter,0,No,Urban,17,19.88265015
25707,33,4.8,Windy,Low,0,Snack,motorcycle,1,No,Metropolitian,25,13.83075617
25708,37,4.7,Stormy,Low,0,Buffet,motorcycle,0,No,Metropolitian,22,20.85246332
25709,26,4.7,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,18,9.074848936
25710,21,4.9,Stormy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,21,10.56517921
25711,26,4.9,Fog,Low,1,Snack,scooter,0,No,Metropolitian,13,3.059460078
25712,27,4.7,Sunny,Low,1,Buffet,scooter,0,No,Metropolitian,17,4.587980158
25713,23,5,Sunny,Low,0,Meal,motorcycle,1,No,,25,12.41963411
25714,20,4.7,Stormy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,23,19.6610196
25715,20,4.9,Stormy,Jam,0,Meal,motorcycle,1,No,Metropolitian,34,14.15280069
25716,39,4.7,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,28,19.66109817
25717,32,5,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,43,13.96960643
25718,27,4.4,Cloudy,Jam,2,Buffet,electric_scooter,1,No,Urban,40,10.90714015
25719,,,Sunny,Medium,2,Buffet,scooter,0,No,Metropolitian,19,9.348298807
25720,28,4.5,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,28,10.88095074
25721,30,4.1,Windy,High,1,Buffet,motorcycle,1,No,Metropolitian,34,1.492347493
25722,26,4.8,Fog,Jam,2,Buffet,scooter,1,No,Metropolitian,35,19.39514984
25723,27,4.7,Sunny,Jam,2,Snack,scooter,0,No,Metropolitian,12,13.4290276
25724,38,4.3,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,39,13.97376092
25725,24,4.5,Sunny,Medium,2,Drinks,scooter,1,No,Urban,12,4.656811824
25726,29,4.6,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,25,7.790314136
25727,31,4.4,Cloudy,Jam,2,Drinks,scooter,1,No,Metropolitian,48,10.42814859
25728,39,4.7,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,30,10.4281027
25729,39,4.9,Sandstorms,Medium,2,Drinks,scooter,1,No,Urban,28,19.76105
25730,35,4.9,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,23,9.175193844
25731,39,4.4,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,31,4.674173521
25732,30,4.2,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,26,7.325988186
25733,35,4.7,Stormy,High,2,Drinks,scooter,1,No,Metropolitian,31,1.55808747
25734,30,,Windy,Medium,2,Snack,scooter,1,No,Metropolitian,26,13.62034241
25735,32,4.6,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,24,11.00773476
25736,22,4.5,Sandstorms,Jam,2,Meal,motorcycle,0,No,Urban,21,7.772466272
25737,30,4.2,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,36,17.09792544
25738,20,4.5,Windy,High,1,Drinks,scooter,1,No,Urban,23,6.290134678
25739,24,4.7,Fog,Medium,1,Drinks,motorcycle,1,No,Metropolitian,30,13.61385033
25740,39,4,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,35,10.58714537
25741,34,4.8,Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,1.532359642
25742,36,4.8,Sandstorms,Low,2,Buffet,scooter,0,No,Urban,24,3.025079988
25743,33,3.9,Windy,Medium,2,Meal,motorcycle,2,No,Metropolitian,37,19.36320422
25744,39,4.7,Sunny,Jam,1,Buffet,motorcycle,1,No,Metropolitian,20,12.29350882
25745,30,3.9,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,41,10.56503257
25746,25,4.5,Fog,High,1,Meal,scooter,0,No,Metropolitian,22,6.290134678
25747,38,5,Sunny,Low,1,Drinks,motorcycle,0,No,Urban,13,1.492304259
25748,21,4.9,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,30,16.90260949
25749,33,4.9,Sunny,Medium,1,Buffet,motorcycle,0,No,Urban,22,19.91468697
25750,38,4.8,Stormy,Low,2,Buffet,scooter,0,No,Metropolitian,17,14.02181925
25751,28,4.6,Cloudy,Medium,1,Snack,motorcycle,0,No,Metropolitian,10,6.050084992
25752,38,4.5,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,22,3.040790212
25753,38,4.6,Windy,Low,2,Buffet,motorcycle,1,No,Metropolitian,25,4.591636071
25754,21,4.3,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,31,20.85246595
25755,35,5,Windy,Medium,1,Buffet,motorcycle,1,No,Urban,33,7.567851455
25756,22,4.6,Cloudy,Medium,2,Meal,scooter,1,No,Metropolitian,36,12.23464552
25757,35,4.4,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,39,13.98958472
25758,22,5,Sandstorms,Low,1,Meal,motorcycle,0,No,Urban,12,20.96948938
25759,27,4.6,Fog,Jam,0,Buffet,motorcycle,0,No,,20,4.590648124
25760,24,4.6,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,16,12.42075039
25761,21,4.6,Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,4.596477246
25762,22,4.8,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,11,1.514793719
25763,20,4.9,Fog,Jam,0,Buffet,motorcycle,1,No,Urban,37,13.98924978
25764,33,4.7,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,1.552479635
25765,38,4.7,Sandstorms,Low,1,Meal,scooter,1,No,Urban,20,10.6025073
25766,34,4.8,Windy,Jam,1,Drinks,scooter,1,No,Metropolitian,30,12.58026782
25767,31,4,Sandstorms,Low,0,Buffet,motorcycle,1,No,,31,8.937783115
25768,23,4.8,Stormy,Low,2,Buffet,electric_scooter,,No,Metropolitian,12,7.490099872
25769,28,4,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,34,12.25498831
25770,32,4.6,Sandstorms,Low,2,Drinks,electric_scooter,1,No,Metropolitian,19,10.75677007
25771,31,5,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,27,10.75699005
25772,38,4.2,Fog,High,0,Meal,motorcycle,0,No,Metropolitian,33,6.217689154
25773,28,4.8,Sandstorms,Medium,2,Snack,electric_scooter,1,No,,21,6874.793094
25774,39,4.1,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,33,4.469606139
25775,22,4.8,Sunny,Jam,2,Buffet,motorcycle,1,No,Urban,24,14.04511463
25776,26,4.8,Sandstorms,Low,1,Snack,motorcycle,1,No,Metropolitian,16,12.25659775
25777,24,4.6,Windy,Low,2,Meal,scooter,1,No,Urban,11,3.116238559
25778,36,4.9,Stormy,Low,2,Buffet,motorcycle,1,No,Metropolitian,20,7.601800335
25779,38,4.6,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,30,6.218076509
25780,37,4.9,Cloudy,Medium,2,Meal,motorcycle,2,No,Urban,36,13.78760311
25781,,,,,3,Snack,scooter,1,No,Metropolitian,26,17138.51457
25782,26,4.7,Stormy,Jam,1,Meal,scooter,0,No,Urban,23,7.648947508
25783,33,4.8,Fog,Medium,1,Snack,scooter,0,No,Metropolitian,16,4.588360239
25784,22,4.9,Sunny,Medium,2,Snack,electric_scooter,1,No,Metropolitian,13,13.78845436
25785,,,Sunny,Medium,1,Buffet,motorcycle,0,No,Urban,14,12.43559786
25786,35,4.2,Windy,Low,0,Buffet,motorcycle,1,No,,23,2.979599836
25787,29,5,Windy,High,1,Snack,motorcycle,1,No,Urban,24,5.959357904
25788,25,4.4,Stormy,Jam,0,Snack,motorcycle,1,No,Metropolitian,37,13.63133066
25789,23,4.9,Stormy,Jam,2,Buffet,electric_scooter,0,No,Metropolitian,10,4.47683326
25790,35,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,44,9.326603239
25791,36,5,Sunny,High,2,Drinks,electric_scooter,1,No,Metropolitian,22,6.209141643
25792,28,4.6,Stormy,High,1,Meal,scooter,0,No,Metropolitian,21,6.081142188
25793,39,4.3,Cloudy,Jam,1,Drinks,motorcycle,,No,Metropolitian,40,20.44292976
25794,32,4.6,Stormy,Medium,2,Snack,motorcycle,1,No,Metropolitian,20,16.85187592
25795,27,5,Stormy,Jam,1,Meal,motorcycle,0,No,Metropolitian,21,11.00773476
25796,34,4.9,Cloudy,Jam,1,Meal,motorcycle,2,No,Metropolitian,44,12.25352867
25797,31,5,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,53,19.8756806
25798,22,4.7,Stormy,Medium,1,Drinks,motorcycle,0,No,Metropolitian,29,19.9105924
25799,27,4.9,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,43,19.61891835
25800,30,4.6,Windy,Low,1,Snack,scooter,0,No,Metropolitian,21,7.448311138
25801,36,4.1,Fog,High,2,Drinks,electric_scooter,1,No,Metropolitian,34,1.529988445
25802,26,4.7,Stormy,Low,1,Buffet,scooter,1,No,Urban,18,13.58333247
25803,25,4.8,Stormy,Low,1,Meal,motorcycle,1,No,Metropolitian,11,4.663438748
25804,30,4.5,Stormy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,37,10.64192552
25805,32,4.6,Fog,Low,2,Snack,electric_scooter,1,No,Metropolitian,17,1.489799499
25806,27,4.7,Stormy,Low,1,Meal,motorcycle,1,No,Urban,17,1.465201599
25807,36,4.8,Windy,Jam,1,Snack,scooter,1,No,Metropolitian,30,16.85244461
25808,22,4.8,Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,14,2.979500009
25809,31,3.8,Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,31,13.96953508
25810,36,4.8,Stormy,Medium,1,Snack,motorcycle,1,No,Urban,25,16.8499041
25811,27,4.5,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Urban,24,13.40635546
25812,28,5,Fog,Medium,1,Meal,scooter,2,No,Metropolitian,39,17.0779991
25813,36,4.9,Sunny,Jam,2,Meal,electric_scooter,1,No,Metropolitian,26,19.36282545
25814,,,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian,16,1.509481761
25815,22,4.6,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,25,16.59765942
25816,24,4.6,Fog,Jam,2,Snack,scooter,0,No,Metropolitian,23,7.660205777
25817,38,4.4,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,17.07425678
25818,21,4.7,Sunny,Low,1,Snack,scooter,1,No,Metropolitian,28,10.8657767
25819,23,4.7,Sandstorms,Jam,1,Drinks,motorcycle,0,No,Metropolitian,15,13.58344006
25820,38,4.8,Sunny,Jam,1,Drinks,scooter,1,No,Metropolitian,22,10.5649741
25821,36,4.6,Fog,Low,0,Buffet,motorcycle,0,No,Metropolitian,39,17.07678712
25822,28,4.5,Sunny,Jam,1,Snack,scooter,0,No,Urban,19,7.762944134
25823,30,4.6,Windy,Low,1,Drinks,scooter,0,No,Metropolitian,20,20.17984922
25824,35,4.1,Fog,Low,0,Drinks,motorcycle,1,No,Urban,39,13.7620971
25825,30,4.9,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,54,19.67276687
25826,33,4.5,Stormy,Low,2,Meal,scooter,1,No,Metropolitian,20,1.560714912
25827,38,4.7,Fog,Medium,1,Buffet,motorcycle,1,No,Urban,43,12.29361122
25828,32,4.4,Fog,Low,0,Snack,motorcycle,1,No,Urban,41,16.63541627
25829,31,4.6,Cloudy,Medium,2,Drinks,electric_scooter,0,No,,19,9.180904864
25830,30,4.1,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,28,1.572533727
25831,25,4.3,Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,25,1.514787343
25832,21,4.7,Fog,Medium,2,Meal,motorcycle,1,No,Metropolitian,30,16.90249593
25833,25,4.9,Fog,Low,2,Buffet,electric_scooter,0,No,Metropolitian,15,9.312838467
25834,26,4.9,Windy,High,2,Buffet,scooter,1,No,Metropolitian,17,6.037193175
25835,29,4.6,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian,14,1.536836904
25836,33,3.7,Sandstorms,Jam,2,Meal,electric_scooter,,No,Metropolitian,41,20.44292976
25837,21,4.6,Sandstorms,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,19.88644475
25838,34,4.8,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,27,9.121421674
25839,20,4.8,Sandstorms,High,0,Snack,motorcycle,,No,Metropolitian,31,3.145067435
25840,15,1,,,3,Drinks,electric_scooter,0,No,Urban,20,12.41985066
25841,29,4.7,Stormy,High,2,Snack,scooter,1,No,Metropolitian,23,3.040688635
25842,26,5,Sunny,Jam,2,Buffet,scooter,0,No,Urban,13,12.46422601
25843,22,4.9,Sunny,Jam,2,Meal,motorcycle,1,No,Metropolitian,19,7.762499176
25844,22,4.9,Sunny,Low,2,Meal,motorcycle,1,No,Metropolitian,23,8.937783115
25845,27,4.6,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,18,12.4639701
25846,21,4.8,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,2.984638286
25847,21,4.6,Windy,Low,1,Buffet,motorcycle,,No,Metropolitian,14,16.646546
25848,26,4.6,Sandstorms,Jam,1,Snack,scooter,0,No,Metropolitian,19,20.06938964
25849,33,5,Windy,Medium,1,Snack,motorcycle,1,No,Metropolitian,29,4.544228016
25850,31,5,Windy,Low,2,Meal,scooter,1,No,,29,1.509357189
25851,24,4.8,Windy,Medium,0,Drinks,motorcycle,0,No,Urban,18,9.349055143
25852,38,4,Fog,High,1,Drinks,scooter,1,No,Metropolitian,35,6.290134678
25853,39,4.9,Fog,High,0,Drinks,motorcycle,1,No,Metropolitian,25,3.052706858
25854,34,4.8,Sandstorms,High,1,Buffet,motorcycle,1,No,Metropolitian,25,6.08159695
25855,33,4.8,Cloudy,Low,1,Drinks,scooter,1,No,Metropolitian,30,16.39381188
25856,39,4.6,Fog,High,2,Drinks,motorcycle,1,No,Urban,32,3373.197557
25857,30,4.7,Stormy,Jam,0,Snack,motorcycle,1,No,Metropolitian,37,16.63577075
25858,36,5,Sunny,Jam,0,Drinks,motorcycle,0,No,Metropolitian,41,20.18248261
25859,38,4.8,Cloudy,Jam,0,Meal,motorcycle,0,No,Urban,28,7.862668167
25860,24,4.7,Cloudy,Jam,1,Buffet,scooter,0,No,Metropolitian,34,4.596926091
25861,31,4.8,Fog,Low,2,Drinks,motorcycle,1,No,Metropolitian,18,7.600990561
25862,22,4.6,Windy,Low,1,Snack,motorcycle,0,No,Urban,11,4.469203458
25863,24,4.7,Sandstorms,High,1,Drinks,motorcycle,1,No,,18,6.081440797
25864,26,5,Stormy,Jam,1,Buffet,scooter,1,No,Metropolitian,26,7.660520124
25865,38,5,Cloudy,Low,1,Snack,motorcycle,0,No,Urban,17,3.145067435
25866,30,4.3,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,27,7.660895664
25867,37,4.4,Stormy,High,1,Drinks,motorcycle,1,No,Metropolitian,32,6.147404653
25868,26,4.5,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,27,7.661373719
25869,50,6,,,3,Buffet,electric_scooter,1,No,Urban,26,4249.083652
25870,25,4.8,Sunny,Low,1,Buffet,motorcycle,0,No,Metropolitian,16,7.76260589
25871,33,4.8,Fog,High,1,Drinks,scooter,0,No,Metropolitian,32,6.147127366
25872,38,4.7,Cloudy,Medium,1,Meal,scooter,0,No,Urban,15,6.290134678
25873,31,4.7,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,20,20.8515574
25874,23,5,Sunny,Jam,2,Snack,scooter,1,No,Urban,20,19.97462743
25875,37,4.7,Sandstorms,Jam,0,Meal,motorcycle,2,No,Metropolitian,45,12.42075039
25876,33,5,Sunny,Jam,2,Buffet,scooter,0,No,Urban,17,13.40597172
25877,20,4.6,Windy,Low,1,Buffet,motorcycle,1,No,Metropolitian,15,1.512565444
25878,33,4.7,Fog,Low,2,Meal,electric_scooter,1,No,Metropolitian,19,3.145067435
25879,37,4.6,Fog,Low,2,Snack,scooter,1,No,Metropolitian,29,12.09989696
25880,21,4.8,Cloudy,High,2,Drinks,electric_scooter,1,No,Metropolitian,24,1.489842304
25881,28,4.2,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,19,4.527973054
25882,30,4.6,Windy,High,2,Buffet,motorcycle,2,No,Metropolitian,33,6.058876304
25883,28,4.5,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,23,12.16200901
25884,32,4.8,Fog,Medium,0,Drinks,motorcycle,1,No,Urban,36,13.97000799
25885,37,4.7,Sunny,High,2,Snack,scooter,1,No,Urban,21,3.116288056
25886,32,4.8,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,39,20.08748117
25887,36,4.6,Sandstorms,Low,2,Drinks,motorcycle,0,No,Metropolitian,23,16.72211869
25888,27,4.1,Cloudy,Medium,1,Drinks,scooter,1,No,Metropolitian,32,10.56517921
25889,24,4.9,Cloudy,Low,1,Snack,scooter,0,No,Urban,11,4.663432201
25890,22,4.2,Sunny,Jam,0,Buffet,motorcycle,0,No,Metropolitian,33,20.18348137
25891,21,4.7,Stormy,Medium,1,Meal,motorcycle,0,No,Metropolitian,25,13.97196854
25892,33,4.8,Stormy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,27,12.29361122
25893,29,4.9,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,27,12.16241813
25894,24,4.8,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,13,4.560740459
25895,39,4.6,Windy,Medium,0,Meal,motorcycle,0,No,Urban,35,7.862668167
25896,23,4.7,Windy,Medium,1,Drinks,motorcycle,1,No,Metropolitian,27,4.596745626
25897,37,4.3,Windy,High,0,Snack,motorcycle,0,No,Metropolitian,36,5.952938861
25898,27,4.9,Sandstorms,Low,2,Meal,scooter,0,No,,13,7.684129284
25899,27,4.5,Fog,High,0,Meal,motorcycle,0,No,Urban,29,6.147127366
25900,21,5,Cloudy,Medium,2,Buffet,scooter,1,No,Metropolitian,38,10.86742126
25901,25,4.9,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,16,13.97055608
25902,23,4.6,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,12.41848033
25903,28,5,Sandstorms,Low,1,Meal,motorcycle,0,No,Metropolitian,17,7.761726486
25904,30,4.8,Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,23,16.90305089
25905,25,4.8,Sandstorms,Low,1,Drinks,scooter,0,No,Urban,18,11.91658284
25906,28,4.6,Cloudy,Jam,0,Meal,motorcycle,2,No,Metropolitian,38,10.86790864
25907,22,4.2,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,31,9.348134177
25908,37,4.6,Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,30,12.29284894
25909,36,4.8,Sunny,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,16,7.562108718
25910,37,4.4,Sandstorms,Jam,2,Snack,motorcycle,2,No,Metropolitian,40,13.61082462
25911,33,4.6,Sandstorms,Low,2,Drinks,scooter,1,No,Metropolitian,25,7.761422437
25912,22,4.6,Fog,Low,2,Snack,motorcycle,1,No,Urban,22,11.91768046
25913,26,4.8,Windy,Low,2,Snack,motorcycle,1,No,Urban,16,13.58119824
25914,37,4.6,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,28,20.25401004
25915,26,4.7,Sunny,Low,2,Buffet,scooter,1,No,Urban,20,7.862668167
25916,29,4.6,Windy,Medium,0,Buffet,motorcycle,0,No,Urban,16,6.081535937
25917,34,4,Stormy,Low,0,Meal,motorcycle,1,No,,32,3.145067435
25918,23,4.6,Windy,Jam,0,Meal,motorcycle,0,No,Metropolitian,31,13.78963073
25919,38,4.9,Sunny,Jam,2,Buffet,scooter,1,No,Metropolitian,22,16.38436681
25920,25,4.7,Sandstorms,Low,1,Meal,motorcycle,0,No,Urban,12,1.572533727
25921,26,4.8,Sandstorms,Low,2,Snack,motorcycle,0,No,Metropolitian,15,16.8206603
25922,31,4.6,Sandstorms,Jam,2,Meal,electric_scooter,0,No,Urban,29,19.61782456
25923,31,4.7,Sunny,Medium,2,Drinks,electric_scooter,1,No,Urban,27,13.98953297
25924,37,4.1,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,30,3.040641622
25925,23,4.7,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,20,13.68204819
25926,34,3.7,Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,40,12.43500511
25927,28,4.6,Fog,Medium,2,Snack,scooter,2,No,Metropolitian,37,20.44292976
25928,32,4.7,Sandstorms,Jam,2,Drinks,motorcycle,1,No,Metropolitian,30,9.264595774
